"origin_date","horizon","location","target","output_type","output_type_id","value"
"2022-12-05",-6,"20","inc covid hosp","quantile","0.01",22
"2022-12-05",-6,"20","inc covid hosp","quantile","0.025",24
"2022-12-05",-6,"20","inc covid hosp","quantile","0.05",26
"2022-12-05",-6,"20","inc covid hosp","quantile","0.1",28
"2022-12-05",-6,"20","inc covid hosp","quantile","0.15",30
"2022-12-05",-6,"20","inc covid hosp","quantile","0.2",32
"2022-12-05",-6,"20","inc covid hosp","quantile","0.25",34
"2022-12-05",-6,"20","inc covid hosp","quantile","0.3",35
"2022-12-05",-6,"20","inc covid hosp","quantile","0.35",36
"2022-12-05",-6,"20","inc covid hosp","quantile","0.4",37
"2022-12-05",-6,"20","inc covid hosp","quantile","0.45",38
"2022-12-05",-6,"20","inc covid hosp","quantile","0.5",39
"2022-12-05",-6,"20","inc covid hosp","quantile","0.55",41
"2022-12-05",-6,"20","inc covid hosp","quantile","0.6",42
"2022-12-05",-6,"20","inc covid hosp","quantile","0.65",43
"2022-12-05",-6,"20","inc covid hosp","quantile","0.7",45
"2022-12-05",-6,"20","inc covid hosp","quantile","0.75",46
"2022-12-05",-6,"20","inc covid hosp","quantile","0.8",48
"2022-12-05",-6,"20","inc covid hosp","quantile","0.85",50
"2022-12-05",-6,"20","inc covid hosp","quantile","0.9",53
"2022-12-05",-6,"20","inc covid hosp","quantile","0.95",57
"2022-12-05",-6,"20","inc covid hosp","quantile","0.975",62
"2022-12-05",-6,"20","inc covid hosp","quantile","0.99",66
"2022-12-05",3,"20","inc covid hosp","quantile","0.01",16
"2022-12-05",3,"20","inc covid hosp","quantile","0.025",20
"2022-12-05",3,"20","inc covid hosp","quantile","0.05",22
"2022-12-05",3,"20","inc covid hosp","quantile","0.1",25
"2022-12-05",3,"20","inc covid hosp","quantile","0.15",27
"2022-12-05",3,"20","inc covid hosp","quantile","0.2",29
"2022-12-05",3,"20","inc covid hosp","quantile","0.25",31
"2022-12-05",3,"20","inc covid hosp","quantile","0.3",32
"2022-12-05",3,"20","inc covid hosp","quantile","0.35",34
"2022-12-05",3,"20","inc covid hosp","quantile","0.4",35
"2022-12-05",3,"20","inc covid hosp","quantile","0.45",37
"2022-12-05",3,"20","inc covid hosp","quantile","0.5",39
"2022-12-05",3,"20","inc covid hosp","quantile","0.55",40
"2022-12-05",3,"20","inc covid hosp","quantile","0.6",42
"2022-12-05",3,"20","inc covid hosp","quantile","0.65",44
"2022-12-05",3,"20","inc covid hosp","quantile","0.7",46
"2022-12-05",3,"20","inc covid hosp","quantile","0.75",49
"2022-12-05",3,"20","inc covid hosp","quantile","0.8",51
"2022-12-05",3,"20","inc covid hosp","quantile","0.85",55
"2022-12-05",3,"20","inc covid hosp","quantile","0.9",59
"2022-12-05",3,"20","inc covid hosp","quantile","0.95",67
"2022-12-05",3,"20","inc covid hosp","quantile","0.975",73
"2022-12-05",3,"20","inc covid hosp","quantile","0.99",79
"2022-12-05",4,"20","inc covid hosp","quantile","0.01",14
"2022-12-05",4,"20","inc covid hosp","quantile","0.025",17
"2022-12-05",4,"20","inc covid hosp","quantile","0.05",19
"2022-12-05",4,"20","inc covid hosp","quantile","0.1",23
"2022-12-05",4,"20","inc covid hosp","quantile","0.15",25
"2022-12-05",4,"20","inc covid hosp","quantile","0.2",26
"2022-12-05",4,"20","inc covid hosp","quantile","0.25",28
"2022-12-05",4,"20","inc covid hosp","quantile","0.3",30
"2022-12-05",4,"20","inc covid hosp","quantile","0.35",31
"2022-12-05",4,"20","inc covid hosp","quantile","0.4",33
"2022-12-05",4,"20","inc covid hosp","quantile","0.45",34
"2022-12-05",4,"20","inc covid hosp","quantile","0.5",35
"2022-12-05",4,"20","inc covid hosp","quantile","0.55",37
"2022-12-05",4,"20","inc covid hosp","quantile","0.6",39
"2022-12-05",4,"20","inc covid hosp","quantile","0.65",40
"2022-12-05",4,"20","inc covid hosp","quantile","0.7",42
"2022-12-05",4,"20","inc covid hosp","quantile","0.75",45
"2022-12-05",4,"20","inc covid hosp","quantile","0.8",48
"2022-12-05",4,"20","inc covid hosp","quantile","0.85",50
"2022-12-05",4,"20","inc covid hosp","quantile","0.9",55
"2022-12-05",4,"20","inc covid hosp","quantile","0.95",62
"2022-12-05",4,"20","inc covid hosp","quantile","0.975",70
"2022-12-05",4,"20","inc covid hosp","quantile","0.99",80
"2022-12-05",5,"20","inc covid hosp","quantile","0.01",12
"2022-12-05",5,"20","inc covid hosp","quantile","0.025",14
"2022-12-05",5,"20","inc covid hosp","quantile","0.05",17
"2022-12-05",5,"20","inc covid hosp","quantile","0.1",20
"2022-12-05",5,"20","inc covid hosp","quantile","0.15",22
"2022-12-05",5,"20","inc covid hosp","quantile","0.2",23
"2022-12-05",5,"20","inc covid hosp","quantile","0.25",25
"2022-12-05",5,"20","inc covid hosp","quantile","0.3",27
"2022-12-05",5,"20","inc covid hosp","quantile","0.35",29
"2022-12-05",5,"20","inc covid hosp","quantile","0.4",30
"2022-12-05",5,"20","inc covid hosp","quantile","0.45",32
"2022-12-05",5,"20","inc covid hosp","quantile","0.5",33
"2022-12-05",5,"20","inc covid hosp","quantile","0.55",35
"2022-12-05",5,"20","inc covid hosp","quantile","0.6",36
"2022-12-05",5,"20","inc covid hosp","quantile","0.65",38
"2022-12-05",5,"20","inc covid hosp","quantile","0.7",40
"2022-12-05",5,"20","inc covid hosp","quantile","0.75",42
"2022-12-05",5,"20","inc covid hosp","quantile","0.8",45
"2022-12-05",5,"20","inc covid hosp","quantile","0.85",49
"2022-12-05",5,"20","inc covid hosp","quantile","0.9",53
"2022-12-05",5,"20","inc covid hosp","quantile","0.95",60
"2022-12-05",5,"20","inc covid hosp","quantile","0.975",65
"2022-12-05",5,"20","inc covid hosp","quantile","0.99",73
"2022-12-05",6,"20","inc covid hosp","quantile","0.01",14
"2022-12-05",6,"20","inc covid hosp","quantile","0.025",17
"2022-12-05",6,"20","inc covid hosp","quantile","0.05",19
"2022-12-05",6,"20","inc covid hosp","quantile","0.1",22
"2022-12-05",6,"20","inc covid hosp","quantile","0.15",25
"2022-12-05",6,"20","inc covid hosp","quantile","0.2",26
"2022-12-05",6,"20","inc covid hosp","quantile","0.25",28
"2022-12-05",6,"20","inc covid hosp","quantile","0.3",30
"2022-12-05",6,"20","inc covid hosp","quantile","0.35",32
"2022-12-05",6,"20","inc covid hosp","quantile","0.4",33
"2022-12-05",6,"20","inc covid hosp","quantile","0.45",35
"2022-12-05",6,"20","inc covid hosp","quantile","0.5",37
"2022-12-05",6,"20","inc covid hosp","quantile","0.55",39
"2022-12-05",6,"20","inc covid hosp","quantile","0.6",41
"2022-12-05",6,"20","inc covid hosp","quantile","0.65",42
"2022-12-05",6,"20","inc covid hosp","quantile","0.7",45
"2022-12-05",6,"20","inc covid hosp","quantile","0.75",47
"2022-12-05",6,"20","inc covid hosp","quantile","0.8",50
"2022-12-05",6,"20","inc covid hosp","quantile","0.85",53
"2022-12-05",6,"20","inc covid hosp","quantile","0.9",58
"2022-12-05",6,"20","inc covid hosp","quantile","0.95",65
"2022-12-05",6,"20","inc covid hosp","quantile","0.975",72
"2022-12-05",6,"20","inc covid hosp","quantile","0.99",83
"2022-12-05",7,"20","inc covid hosp","quantile","0.01",15
"2022-12-05",7,"20","inc covid hosp","quantile","0.025",18
"2022-12-05",7,"20","inc covid hosp","quantile","0.05",21
"2022-12-05",7,"20","inc covid hosp","quantile","0.1",24
"2022-12-05",7,"20","inc covid hosp","quantile","0.15",27
"2022-12-05",7,"20","inc covid hosp","quantile","0.2",29
"2022-12-05",7,"20","inc covid hosp","quantile","0.25",31
"2022-12-05",7,"20","inc covid hosp","quantile","0.3",34
"2022-12-05",7,"20","inc covid hosp","quantile","0.35",35
"2022-12-05",7,"20","inc covid hosp","quantile","0.4",37
"2022-12-05",7,"20","inc covid hosp","quantile","0.45",39
"2022-12-05",7,"20","inc covid hosp","quantile","0.5",40
"2022-12-05",7,"20","inc covid hosp","quantile","0.55",42
"2022-12-05",7,"20","inc covid hosp","quantile","0.6",44
"2022-12-05",7,"20","inc covid hosp","quantile","0.65",47
