"origin_date","horizon","location","target","output_type","output_type_id","value"
"2022-12-19",-6,"20","inc covid hosp","quantile","0.01",31
"2022-12-19",-6,"20","inc covid hosp","quantile","0.025",34
"2022-12-19",-6,"20","inc covid hosp","quantile","0.05",36
"2022-12-19",-6,"20","inc covid hosp","quantile","0.1",39
"2022-12-19",-6,"20","inc covid hosp","quantile","0.15",41
"2022-12-19",-6,"20","inc covid hosp","quantile","0.2",43
"2022-12-19",-6,"20","inc covid hosp","quantile","0.25",45
"2022-12-19",-6,"20","inc covid hosp","quantile","0.3",47
"2022-12-19",-6,"20","inc covid hosp","quantile","0.35",48
"2022-12-19",-6,"20","inc covid hosp","quantile","0.4",50
"2022-12-19",-6,"20","inc covid hosp","quantile","0.45",51
"2022-12-19",-6,"20","inc covid hosp","quantile","0.5",52
"2022-12-19",-6,"20","inc covid hosp","quantile","0.55",54
"2022-12-19",-6,"20","inc covid hosp","quantile","0.6",55
"2022-12-19",-6,"20","inc covid hosp","quantile","0.65",58
"2022-12-19",-6,"20","inc covid hosp","quantile","0.7",59
"2022-12-19",-6,"20","inc covid hosp","quantile","0.75",61
"2022-12-19",-6,"20","inc covid hosp","quantile","0.8",64
"2022-12-19",-6,"20","inc covid hosp","quantile","0.85",68
"2022-12-19",-6,"20","inc covid hosp","quantile","0.9",71
"2022-12-19",-6,"20","inc covid hosp","quantile","0.95",79
"2022-12-19",-6,"20","inc covid hosp","quantile","0.975",85
"2022-12-19",-6,"20","inc covid hosp","quantile","0.99",94
"2022-12-19",-5,"20","inc covid hosp","quantile","0.01",29
"2022-12-19",-5,"20","inc covid hosp","quantile","0.025",33
"2022-12-19",-5,"20","inc covid hosp","quantile","0.05",36
"2022-12-19",-5,"20","inc covid hosp","quantile","0.1",38
"2022-12-19",-5,"20","inc covid hosp","quantile","0.15",41
"2022-12-19",-5,"20","inc covid hosp","quantile","0.2",43
"2022-12-19",-5,"20","inc covid hosp","quantile","0.25",45
"2022-12-19",-5,"20","inc covid hosp","quantile","0.3",47
"2022-12-19",-5,"20","inc covid hosp","quantile","0.35",49
"2022-12-19",-5,"20","inc covid hosp","quantile","0.4",50
"2022-12-19",-5,"20","inc covid hosp","quantile","0.45",51
"2022-12-19",-5,"20","inc covid hosp","quantile","0.5",53
"2022-12-19",-5,"20","inc covid hosp","quantile","0.55",54
"2022-12-19",-5,"20","inc covid hosp","quantile","0.6",56
"2022-12-19",-5,"20","inc covid hosp","quantile","0.65",58
"2022-12-19",-5,"20","inc covid hosp","quantile","0.7",60
"2022-12-19",-5,"20","inc covid hosp","quantile","0.75",62
"2022-12-19",-5,"20","inc covid hosp","quantile","0.8",65
"2022-12-19",-5,"20","inc covid hosp","quantile","0.85",68
"2022-12-19",-5,"20","inc covid hosp","quantile","0.9",73
"2022-12-19",-5,"20","inc covid hosp","quantile","0.95",81
"2022-12-19",-5,"20","inc covid hosp","quantile","0.975",87
"2022-12-19",-5,"20","inc covid hosp","quantile","0.99",96
"2022-12-19",-4,"20","inc covid hosp","quantile","0.01",29
"2022-12-19",-4,"20","inc covid hosp","quantile","0.025",33
"2022-12-19",-4,"20","inc covid hosp","quantile","0.05",35
"2022-12-19",-4,"20","inc covid hosp","quantile","0.1",38
"2022-12-19",-4,"20","inc covid hosp","quantile","0.15",41
"2022-12-19",-4,"20","inc covid hosp","quantile","0.2",44
"2022-12-19",-4,"20","inc covid hosp","quantile","0.25",46
"2022-12-19",-4,"20","inc covid hosp","quantile","0.3",47
"2022-12-19",-4,"20","inc covid hosp","quantile","0.35",49
"2022-12-19",-4,"20","inc covid hosp","quantile","0.4",50
"2022-12-19",-4,"20","inc covid hosp","quantile","0.45",52
"2022-12-19",-4,"20","inc covid hosp","quantile","0.5",53
"2022-12-19",-4,"20","inc covid hosp","quantile","0.55",55
"2022-12-19",-4,"20","inc covid hosp","quantile","0.6",57
"2022-12-19",-4,"20","inc covid hosp","quantile","0.65",59
"2022-12-19",-4,"20","inc covid hosp","quantile","0.7",60
"2022-12-19",-4,"20","inc covid hosp","quantile","0.75",62
"2022-12-19",-4,"20","inc covid hosp","quantile","0.8",65
"2022-12-19",-4,"20","inc covid hosp","quantile","0.85",69
"2022-12-19",-4,"20","inc covid hosp","quantile","0.9",73
"2022-12-19",-4,"20","inc covid hosp","quantile","0.95",82
"2022-12-19",-4,"20","inc covid hosp","quantile","0.975",89
"2022-12-19",-4,"20","inc covid hosp","quantile","0.99",98
"2022-12-19",-3,"20","inc covid hosp","quantile","0.01",29
"2022-12-19",-3,"20","inc covid hosp","quantile","0.025",31
"2022-12-19",-3,"20","inc covid hosp","quantile","0.05",35
"2022-12-19",-3,"20","inc covid hosp","quantile","0.1",38
"2022-12-19",-3,"20","inc covid hosp","quantile","0.15",41
"2022-12-19",-3,"20","inc covid hosp","quantile","0.2",43
"2022-12-19",-3,"20","inc covid hosp","quantile","0.25",46
"2022-12-19",-3,"20","inc covid hosp","quantile","0.3",47
"2022-12-19",-3,"20","inc covid hosp","quantile","0.35",49
"2022-12-19",-3,"20","inc covid hosp","quantile","0.4",50
"2022-12-19",-3,"20","inc covid hosp","quantile","0.45",52
"2022-12-19",-3,"20","inc covid hosp","quantile","0.5",54
"2022-12-19",-3,"20","inc covid hosp","quantile","0.55",56
"2022-12-19",-3,"20","inc covid hosp","quantile","0.6",57
"2022-12-19",-3,"20","inc covid hosp","quantile","0.65",59
"2022-12-19",-3,"20","inc covid hosp","quantile","0.7",61
"2022-12-19",-3,"20","inc covid hosp","quantile","0.75",63
"2022-12-19",-3,"20","inc covid hosp","quantile","0.8",65
"2022-12-19",-3,"20","inc covid hosp","quantile","0.85",69
"2022-12-19",-3,"20","inc covid hosp","quantile","0.9",73
"2022-12-19",-3,"20","inc covid hosp","quantile","0.95",82
"2022-12-19",-3,"20","inc covid hosp","quantile","0.975",91
"2022-12-19",-3,"20","inc covid hosp","quantile","0.99",100
"2022-12-19",-2,"20","inc covid hosp","quantile","0.01",28
"2022-12-19",-2,"20","inc covid hosp","quantile","0.025",31
"2022-12-19",-2,"20","inc covid hosp","quantile","0.05",34
"2022-12-19",-2,"20","inc covid hosp","quantile","0.1",37
"2022-12-19",-2,"20","inc covid hosp","quantile","0.15",40
"2022-12-19",-2,"20","inc covid hosp","quantile","0.2",43
"2022-12-19",-2,"20","inc covid hosp","quantile","0.25",45
"2022-12-19",-2,"20","inc covid hosp","quantile","0.3",46
"2022-12-19",-2,"20","inc covid hosp","quantile","0.35",49
"2022-12-19",-2,"20","inc covid hosp","quantile","0.4",50
"2022-12-19",-2,"20","inc covid hosp","quantile","0.45",52
"2022-12-19",-2,"20","inc covid hosp","quantile","0.5",54
"2022-12-19",-2,"20","inc covid hosp","quantile","0.55",56
"2022-12-19",-2,"20","inc covid hosp","quantile","0.6",57
"2022-12-19",-2,"20","inc covid hosp","quantile","0.65",59
"2022-12-19",-2,"20","inc covid hosp","quantile","0.7",61
"2022-12-19",-2,"20","inc covid hosp","quantile","0.75",63
"2022-12-19",-2,"20","inc covid hosp","quantile","0.8",66
"2022-12-19",-2,"20","inc covid hosp","quantile","0.85",70
"2022-12-19",-2,"20","inc covid hosp","quantile","0.9",75
"2022-12-19",-2,"20","inc covid hosp","quantile","0.95",84
"2022-12-19",-2,"20","inc covid hosp","quantile","0.975",95
"2022-12-19",-2,"20","inc covid hosp","quantile","0.99",106
"2022-12-19",-1,"20","inc covid hosp","quantile","0.01",28
"2022-12-19",-1,"20","inc covid hosp","quantile","0.025",31
"2022-12-19",-1,"20","inc covid hosp","quantile","0.05",34
"2022-12-19",-1,"20","inc covid hosp","quantile","0.1",37
"2022-12-19",-1,"20","inc covid hosp","quantile","0.15",40
"2022-12-19",-1,"20","inc covid hosp","quantile","0.2",42
"2022-12-19",-1,"20","inc covid hosp","quantile","0.25",44
"2022-12-19",-1,"20","inc covid hosp","quantile","0.3",46
"2022-12-19",-1,"20","inc covid hosp","quantile","0.35",48
"2022-12-19",-1,"20","inc covid hosp","quantile","0.4",50
"2022-12-19",-1,"20","inc covid hosp","quantile","0.45",52
"2022-12-19",-1,"20","inc covid hosp","quantile","0.5",53
"2022-12-19",-1,"20","inc covid hosp","quantile","0.55",55
"2022-12-19",-1,"20","inc covid hosp","quantile","0.6",57
"2022-12-19",-1,"20","inc covid hosp","quantile","0.65",59
"2022-12-19",-1,"20","inc covid hosp","quantile","0.7",62
"2022-12-19",-1,"20","inc covid hosp","quantile","0.75",64
"2022-12-19",-1,"20","inc covid hosp","quantile","0.8",67
"2022-12-19",-1,"20","inc covid hosp","quantile","0.85",72
"2022-12-19",-1,"20","inc covid hosp","quantile","0.9",76
"2022-12-19",-1,"20","inc covid hosp","quantile","0.95",88
"2022-12-19",-1,"20","inc covid hosp","quantile","0.975",96
"2022-12-19",-1,"20","inc covid hosp","quantile","0.99",108
"2022-12-19",0,"20","inc covid hosp","quantile","0.01",26
"2022-12-19",0,"20","inc covid hosp","quantile","0.025",30
"2022-12-19",0,"20","inc covid hosp","quantile","0.05",33
"2022-12-19",0,"20","inc covid hosp","quantile","0.1",37
"2022-12-19",0,"20","inc covid hosp","quantile","0.15",40
"2022-12-19",0,"20","inc covid hosp","quantile","0.2",42
"2022-12-19",0,"20","inc covid hosp","quantile","0.25",44
"2022-12-19",0,"20","inc covid hosp","quantile","0.3",46
"2022-12-19",0,"20","inc covid hosp","quantile","0.35",48
"2022-12-19",0,"20","inc covid hosp","quantile","0.4",50
"2022-12-19",0,"20","inc covid hosp","quantile","0.45",51
"2022-12-19",0,"20","inc covid hosp","quantile","0.5",53
"2022-12-19",0,"20","inc covid hosp","quantile","0.55",55
"2022-12-19",0,"20","inc covid hosp","quantile","0.6",57
"2022-12-19",0,"20","inc covid hosp","quantile","0.65",59
"2022-12-19",0,"20","inc covid hosp","quantile","0.7",62
"2022-12-19",0,"20","inc covid hosp","quantile","0.75",65
"2022-12-19",0,"20","inc covid hosp","quantile","0.8",67
"2022-12-19",0,"20","inc covid hosp","quantile","0.85",71
"2022-12-19",0,"20","inc covid hosp","quantile","0.9",77
"2022-12-19",0,"20","inc covid hosp","quantile","0.95",89
"2022-12-19",0,"20","inc covid hosp","quantile","0.975",99
"2022-12-19",0,"20","inc covid hosp","quantile","0.99",113
"2022-12-19",1,"20","inc covid hosp","quantile","0.01",25
"2022-12-19",1,"20","inc covid hosp","quantile","0.025",29
"2022-12-19",1,"20","inc covid hosp","quantile","0.05",32
"2022-12-19",1,"20","inc covid hosp","quantile","0.1",37
"2022-12-19",1,"20","inc covid hosp","quantile","0.15",40
"2022-12-19",1,"20","inc covid hosp","quantile","0.2",42
"2022-12-19",1,"20","inc covid hosp","quantile","0.25",45
"2022-12-19",1,"20","inc covid hosp","quantile","0.3",47
"2022-12-19",1,"20","inc covid hosp","quantile","0.35",48
"2022-12-19",1,"20","inc covid hosp","quantile","0.4",50
"2022-12-19",1,"20","inc covid hosp","quantile","0.45",52
"2022-12-19",1,"20","inc covid hosp","quantile","0.5",53
"2022-12-19",1,"20","inc covid hosp","quantile","0.55",56
"2022-12-19",1,"20","inc covid hosp","quantile","0.6",58
"2022-12-19",1,"20","inc covid hosp","quantile","0.65",60
"2022-12-19",1,"20","inc covid hosp","quantile","0.7",62
"2022-12-19",1,"20","inc covid hosp","quantile","0.75",66
"2022-12-19",1,"20","inc covid hosp","quantile","0.8",69
"2022-12-19",1,"20","inc covid hosp","quantile","0.85",73
"2022-12-19",1,"20","inc covid hosp","quantile","0.9",79
"2022-12-19",1,"20","inc covid hosp","quantile","0.95",89
"2022-12-19",1,"20","inc covid hosp","quantile","0.975",105
"2022-12-19",1,"20","inc covid hosp","quantile","0.99",120
"2022-12-19",2,"20","inc covid hosp","quantile","0.01",23
"2022-12-19",2,"20","inc covid hosp","quantile","0.025",29
"2022-12-19",2,"20","inc covid hosp","quantile","0.05",32
"2022-12-19",2,"20","inc covid hosp","quantile","0.1",37
"2022-12-19",2,"20","inc covid hosp","quantile","0.15",40
"2022-12-19",2,"20","inc covid hosp","quantile","0.2",42
"2022-12-19",2,"20","inc covid hosp","quantile","0.25",45
"2022-12-19",2,"20","inc covid hosp","quantile","0.3",47
"2022-12-19",2,"20","inc covid hosp","quantile","0.35",48
"2022-12-19",2,"20","inc covid hosp","quantile","0.4",50
"2022-12-19",2,"20","inc covid hosp","quantile","0.45",52
"2022-12-19",2,"20","inc covid hosp","quantile","0.5",54
"2022-12-19",2,"20","inc covid hosp","quantile","0.55",57
"2022-12-19",2,"20","inc covid hosp","quantile","0.6",58
"2022-12-19",2,"20","inc covid hosp","quantile","0.65",61
"2022-12-19",2,"20","inc covid hosp","quantile","0.7",64
"2022-12-19",2,"20","inc covid hosp","quantile","0.75",66
"2022-12-19",2,"20","inc covid hosp","quantile","0.8",70
"2022-12-19",2,"20","inc covid hosp","quantile","0.85",73
"2022-12-19",2,"20","inc covid hosp","quantile","0.9",79
"2022-12-19",2,"20","inc covid hosp","quantile","0.95",92
"2022-12-19",2,"20","inc covid hosp","quantile","0.975",111
"2022-12-19",2,"20","inc covid hosp","quantile","0.99",122
"2022-12-19",3,"20","inc covid hosp","quantile","0.01",24
"2022-12-19",3,"20","inc covid hosp","quantile","0.025",27
"2022-12-19",3,"20","inc covid hosp","quantile","0.05",32
"2022-12-19",3,"20","inc covid hosp","quantile","0.1",36
"2022-12-19",3,"20","inc covid hosp","quantile","0.15",39
"2022-12-19",3,"20","inc covid hosp","quantile","0.2",41
"2022-12-19",3,"20","inc covid hosp","quantile","0.25",43
"2022-12-19",3,"20","inc covid hosp","quantile","0.3",46
"2022-12-19",3,"20","inc covid hosp","quantile","0.35",48
"2022-12-19",3,"20","inc covid hosp","quantile","0.4",51
"2022-12-19",3,"20","inc covid hosp","quantile","0.45",52
"2022-12-19",3,"20","inc covid hosp","quantile","0.5",54
"2022-12-19",3,"20","inc covid hosp","quantile","0.55",57
"2022-12-19",3,"20","inc covid hosp","quantile","0.6",60
"2022-12-19",3,"20","inc covid hosp","quantile","0.65",62
"2022-12-19",3,"20","inc covid hosp","quantile","0.7",63
